SRC	TRG
according to the paper , there was an earthquake in peru .	selon le journal il y a eu un tremblement de terre au perou .
why would not you let me go to tom s party ?	pourquoi ne me laisserais tu pas aller a la fete de tom ?
i am sorry , but i do not have any small change .	je suis desole mais je n ai pas la moindre petite monnaie .
written in technical terms , this book is very difficult to understand .	ecrit en des termes techniques ce livre est tres difficile a comprendre .
he left his hometown at the age of fifteen never to return .	il quitta sa ville natale a l age de quinze ans pour ne jamais revenir .
he always left the problem of his childrengs education to his wife .	il a toujours laisse le probleme de l education de ses enfants a sa femme .
i was surprised when tom told me he loved me .	ca m a surpris quand tom m a dit qu il etait en amour avec moi .
i thought tom was not going to be here today .	je pensais que tom ne serait pas ici aujourd hui .
she told the child to eat up the food .	elle dit a l enfant de manger toute la nourriture .
i never thought it would wind up like this .	je n ai jamais pense que ca finirait comme ca .
in a court of fowls , the cockroach never wins his case .	dans une basse cour le cafard ne remporte jamais son affaire .
it is possible that they have not seen each other s faces .	il se peut qu ils n aient pas vu le visage l un de l autre .
her hands are full taking care of the baby .	ses mains sont occupees a prendre soin du bebe .
with the t . v . on , how can you keep your mind on your studies ?	comment veux tu te concentrer sur tes devoirs avec la tele allumee ?
i have learned to live with the pain in my back .	j ai appris a vivre avec la douleur dans mon dos .
will you give any discount if i pay in cash ?	j ai droit a une reduction si je paie cash ?
do you want to see what i just made ?	tu veux voir ce que je viens de faire ?
could you please pull the weeds and water the flowers ?	peux tu s il te plait arracher les mauvaises herbes et arroser les fleurs ?
listening to music is a great way to relax .	ecouter de la musique est un formidable moyen de se detendre .
he is said to have made a fortune in oil .	on dit qu il a fait fortune dans le petrole .
i have been studying french for a long time , but i am not fluent .	j etudie le francais depuis longtemps mais je ne parle pas couramment .
i am one of the thirty people who were asked to do that .	je suis l une des trente personnes a qui on a demande de le faire .
he lived in france for some time , then went to italy .	il vecut en france quelque temps puis alla en italie .
have you had a thorough medical checkup within the last year ?	avez vous subi un controle medical exhaustif lors de l annee ecoulee ?
the experience gave him an advantage over the others .	l experience lui a procure un avantage sur les autres .
you have friends who can help you , do not you ?	tu as des amis qui peuvent t aider n est ce pas ?
it cost me one thousand yen to get the bicycle fixed .	cela m a coute mille yen pour faire reparer mon velo .
i was unwilling to agree to the proposal , but it seemed that i had no choice .	je ne voulais pas accepter la proposition mais il apparut que je n avais pas d autres choix .
he came to the united states as a boy from scotland .	il arriva aux etats unis d amerique enfant en provenance d ecosse .
i want to apologize for all the things i said earlier today .	je veux presenter mes excuses pour toutes les choses que j ai dites auparavant aujourd hui .
tom asked me if i would be home this evening .	tom m a demande si je serais a la maison ce soir .
it is often said that nothing is more precious than time .	on dit souvent que rien n est plus precieux que le temps .
he was very tall , so i recognized him at once .	il etait tres grand aussi je le reconnus tout de suite .
i have many things for sale . what kind of things ?	 j ai beaucoup de choses a vendre . quel genre de choses ? 
why do you let people treat you like that ?	pourquoi tu laisses les gens te traiter de cette facon ?
it took us three weeks to build this shed .	il nous a fallu trois semaines pour construire ce hangar .
the readers cannot ascertain whether the news is true or not .	les lecteurs ne peuvent pas etres surs que les nouvelles soient vraies ou non .
tom has spent a lot of time studying french .	tom a passe beaucoup de temps a etudier le francais .
i did not notice her going out of the room .	je n ai pas remarque qu elle sortait de la chambre .
where are your books ? they are on the desk .	 ou sont vos livres ? ils sont sur le bureau . 
what are you so nervous about all of a sudden ?	qu est ce qui te rend si nerveux tout d un coup ?
it is time for me to get my eyes checked .	il est temps que je me fasse controler les yeux .
i saw something very bright fly across the night sky .	j ai vu quelque chose de tres brillant voler dans le ciel nocturne .
she held him like mother gorillas hold their babies .	elle le tint de la maniere dont les meres gorilles tiennent leurs bebes .
i am sorry that my friend is not here .	je suis desole que mon ami ne soit pas la .
everybody expected that the experiment would result in failure .	tout le monde s attendait a ce que l experience echoue .
he intimated that all is not well in his marriage .	il laissa entendre que tout n est pas rose dans son mariage .
an ant can lift more than times its weight .	une fourmi peut soulever plus de fois son poids .
tom asked me for more money than he really needed .	tom m a demande plus d argent qu il n en avait reellement besoin .
i really do hope that you will do that without complaining .	j espere vraiment que tu le feras sans te plaindre .
italy has some of the best art galleries in the world .	l italie possede quelques unes des meilleures galeries d art du monde .
since he was feeling sick , he stayed home from school .	comme il se sentait malade il resta chez lui plutot que d aller a l ecole .
i really do not want to sit in that room .	je ne veux vraiment pas m asseoir dans cette piece .
the truck hit the police officer before plowing into the police car .	le camion a percute le policier avant de venir s encastrer dans le vehicule de police .
he asked me if i knew her telephone number .	il m a demande si je connaissais son numero de telephone .
i suggest that your son come to our party .	je propose que votre fils vienne a notre fete .
you should assume that tom will not help us at all .	tu devrais admettre que tom ne nous aiderait pas du tout .
